StationName,DateTime,Temp_C,Rh_percent,Rn_mm,Mx_Spd_kph,Dir_deg
FWx Martins Gulch,2018-12-07 12:15,2,51,0,7.9,68
FWx Martins Gulch,2018-12-07 12:30,2.7,50,0,8.9,89
FWx Martins Gulch,2018-12-07 12:45,3,50,0,8.9,76
FWx Martins Gulch,2018-12-07 13:00,2.7,51,0,12,64
FWx Martins Gulch,2018-12-07 13:15,2.8,50,0,9.5,70
FWx Martins Gulch,2018-12-07 13:30,2.4,52,0,11,66
FWx Martins Gulch,2018-12-07 13:45,1.7,55,0,9.9,64
FWx Martins Gulch,2018-12-07 14:00,1.6,56,0,8.8,65
FWx Martins Gulch,2018-12-07 14:15,1.5,58,0,8.7,70
FWx Martins Gulch,2018-12-07 14:30,1.4,57,0,10.7,64
FWx Martins Gulch,2018-12-07 14:45,1.4,57,0,7.8,65
FWx Martins Gulch,2018-12-07 15:00,1.2,58,0,7.1,61
FWx Martins Gulch,2018-12-07 15:15,1,58,0,8.6,64
FWx Martins Gulch,2018-12-07 15:30,0.8,59,0,8.8,47
FWx Martins Gulch,2018-12-07 15:45,0.6,58,0,8.2,51
FWx Martins Gulch,2018-12-07 16:00,0.5,60,0,5.6,42
FWx Martins Gulch,2018-12-07 16:15,0.3,62,0,5.5,32
FWx Martins Gulch,2018-12-07 16:30,-0.1,65,0,4.7,20
FWx Martins Gulch,2018-12-07 16:45,-0.3,65,0,3.7,29
FWx Martins Gulch,2018-12-07 17:00,-0.5,68,0,3.3,17
FWx Martins Gulch,2018-12-07 17:15,-0.5,69,0,1.8,54
FWx Martins Gulch,2018-12-07 17:30,-0.7,69,0,1.3,273
FWx Martins Gulch,2018-12-07 17:45,-0.3,68,0,3.4,14
FWx Martins Gulch,2018-12-07 18:00,-0.6,69,0,0.9,0
FWx Martins Gulch,2018-12-07 18:15,-0.4,68,0,3.1,336
FWx Martins Gulch,2018-12-07 18:30,-0.4,68,0,3.3,304
FWx Martins Gulch,2018-12-07 18:45,-0.2,64,0,5.4,337
FWx Martins Gulch,2018-12-07 19:00,0.2,62,0,5.3,2
FWx Martins Gulch,2018-12-07 19:15,0.2,64,0,2.8,26
FWx Martins Gulch,2018-12-07 19:30,0.2,65,0,3.6,9
FWx Martins Gulch,2018-12-07 19:45,-0.1,68,0,3.4,241
FWx Martins Gulch,2018-12-07 20:00,0.1,68,0,3.3,348
FWx Martins Gulch,2018-12-07 20:15,0.5,64,0,5.3,339
FWx Martins Gulch,2018-12-07 20:30,0.9,65,0,4,6
FWx Martins Gulch,2018-12-07 20:45,1.1,65,0,4.6,24
FWx Martins Gulch,2018-12-07 21:00,1,66,0,2.8,305
FWx Martins Gulch,2018-12-07 21:15,0.8,65,0,4.8,348
FWx Martins Gulch,2018-12-07 21:30,0.8,65,0,3.2,341
FWx Martins Gulch,2018-12-07 21:45,0.9,64,0,5.9,323
FWx Martins Gulch,2018-12-07 22:00,1.1,64,0,4.1,19
FWx Martins Gulch,2018-12-07 22:15,1.3,64,0,3.9,25
FWx Martins Gulch,2018-12-07 22:30,1.3,65,0,4.4,354
FWx Martins Gulch,2018-12-07 22:45,1.3,64,0,4.3,3
FWx Martins Gulch,2018-12-07 23:00,1.4,63,0,6.1,3
FWx Martins Gulch,2018-12-07 23:15,1.3,62,0,5.5,359
FWx Martins Gulch,2018-12-07 23:30,1,64,0,4.6,353
FWx Martins Gulch,2018-12-07 23:45,0.7,65,0,5,354
FWx Martins Gulch,2018-12-08 0:00,1,65,0,4.8,1
FWx Martins Gulch,2018-12-08 0:15,1.1,65,0,4.4,7
FWx Martins Gulch,2018-12-08 0:30,1.3,64,0,4.4,6
FWx Martins Gulch,2018-12-08 0:45,1.5,63,0,8,359
FWx Martins Gulch,2018-12-08 1:00,1.5,62,0,8.6,355
FWx Martins Gulch,2018-12-08 1:15,1.5,63,0,5.8,345
FWx Martins Gulch,2018-12-08 1:30,1.4,64,0,5.4,345
FWx Martins Gulch,2018-12-08 1:45,1.5,64,0,6.6,357
FWx Martins Gulch,2018-12-08 2:00,1.5,65,0,5.7,354
FWx Martins Gulch,2018-12-08 2:15,1.3,66,0,8.2,342
FWx Martins Gulch,2018-12-08 2:30,1.4,66,0,5.6,335
FWx Martins Gulch,2018-12-08 2:45,1.4,68,0,7.3,344
FWx Martins Gulch,2018-12-08 3:00,1.4,69,0,6.9,351
FWx Martins Gulch,2018-12-08 3:15,1.4,70,0,8.1,342
FWx Martins Gulch,2018-12-08 3:30,1.2,77,0,6.3,356
FWx Martins Gulch,2018-12-08 3:45,1,80,0,6,351
FWx Martins Gulch,2018-12-08 4:00,1,79,0,6.8,333
FWx Martins Gulch,2018-12-08 4:15,1.1,78,0,5.3,5
FWx Martins Gulch,2018-12-08 4:30,1.3,77,0,6.9,327
FWx Martins Gulch,2018-12-08 4:45,1.2,82,0,6,353
FWx Martins Gulch,2018-12-08 5:00,1,85,0,8.2,343
FWx Martins Gulch,2018-12-08 5:15,1,87,0.25,4,308
FWx Martins Gulch,2018-12-08 5:30,0.9,91,0,4.8,239
FWx Martins Gulch,2018-12-08 5:45,0.8,91,0.25,7.1,310
FWx Martins Gulch,2018-12-08 6:00,0.6,93,0.25,7.1,327
FWx Martins Gulch,2018-12-08 6:15,0.7,93,0.25,4.1,30
FWx Martins Gulch,2018-12-08 6:30,0.6,95,0,3.8,266
FWx Martins Gulch,2018-12-08 6:45,0.7,96,0.25,5.5,352
FWx Martins Gulch,2018-12-08 7:00,0.8,96,0.26,4.5,329
FWx Martins Gulch,2018-12-08 7:15,0.9,96,0.76,6.6,332
FWx Martins Gulch,2018-12-08 7:30,1,97,0.51,2.8,294
FWx Martins Gulch,2018-12-08 7:45,1.1,97,0,3.4,280
FWx Martins Gulch,2018-12-08 8:00,0.8,97,0.25,4.2,260
FWx Martins Gulch,2018-12-08 8:15,0.9,97,0.25,2.4,285
FWx Martins Gulch,2018-12-08 8:30,1.2,98,0,4,304
FWx Martins Gulch,2018-12-08 8:45,1.2,97,0,4.7,273
FWx Martins Gulch,2018-12-08 9:00,1.6,97,0,5,316
FWx Martins Gulch,2018-12-08 9:15,1.6,97,0,3.5,245
FWx Martins Gulch,2018-12-08 9:30,2,97,0,3.1,269
FWx Martins Gulch,2018-12-08 9:45,2.1,97,0,3.7,243
FWx Martins Gulch,2018-12-08 10:00,2.4,97,0,2.6,335
FWx Martins Gulch,2018-12-08 10:15,2.6,97,0,0.9,216
FWx Martins Gulch,2018-12-08 10:30,2.5,97,0,2.9,22
FWx Martins Gulch,2018-12-08 10:45,2.4,97,0,2.9,163
FWx Martins Gulch,2018-12-08 11:00,2.7,97,0,1.9,317
FWx Martins Gulch,2018-12-08 11:15,2.9,95,0,3.1,335
FWx Martins Gulch,2018-12-08 11:30,3.3,96,0,3.4,75
FWx Martins Gulch,2018-12-08 11:45,3.7,93,0,1.9,132
FWx Martins Gulch,2018-12-08 12:00,3.8,94,0,2.8,63
FWx Martins Gulch,2018-12-08 12:15,4.1,93,0,2.4,110
FWx Martins Gulch,2018-12-08 12:30,3.8,96,0,5.2,98
FWx Martins Gulch,2018-12-08 12:45,3.6,96,0,5.6,107
FWx Martins Gulch,2018-12-08 13:00,3.4,97,0,5.8,93
FWx Martins Gulch,2018-12-08 13:15,3.4,97,0,4.8,93
FWx Martins Gulch,2018-12-08 13:30,3.4,98,0,4.8,84
FWx Martins Gulch,2018-12-08 13:45,3.1,98,0,8.6,85
FWx Martins Gulch,2018-12-08 14:00,2.9,98,0,6.7,85
FWx Martins Gulch,2018-12-08 14:15,2.8,98,0,6.8,76
FWx Martins Gulch,2018-12-08 14:30,2.6,99,0,7.2,68
FWx Martins Gulch,2018-12-08 14:45,2.5,99,0,5.9,65
FWx Martins Gulch,2018-12-08 15:00,2.5,99,0,4.2,86
FWx Martins Gulch,2018-12-08 15:15,2.4,99,0,7.1,88
FWx Martins Gulch,2018-12-08 15:30,2.3,99,0,8.8,50
FWx Martins Gulch,2018-12-08 15:45,2.3,99,0,5.8,39
FWx Martins Gulch,2018-12-08 16:00,2.3,99,0,5.5,51
FWx Martins Gulch,2018-12-08 16:15,2.3,99,0,5.7,49
FWx Martins Gulch,2018-12-08 16:30,2.3,99,0,2.4,29
FWx Martins Gulch,2018-12-08 16:45,2.2,99,0,1.9,292
FWx Martins Gulch,2018-12-08 17:00,2.2,99,0,6.5,355
FWx Martins Gulch,2018-12-08 17:15,2.2,99,0,4.4,6
FWx Martins Gulch,2018-12-08 17:30,2.2,99,0,6.9,15
FWx Martins Gulch,2018-12-08 17:45,2.2,99,0,7.1,2
FWx Martins Gulch,2018-12-08 18:00,2.2,99,0,5.6,30
FWx Martins Gulch,2018-12-08 18:15,2.3,99,0,5.9,24
FWx Martins Gulch,2018-12-08 18:30,2.4,99,0,5.9,35
FWx Martins Gulch,2018-12-08 18:45,2.6,97,0,8.1,47
FWx Martins Gulch,2018-12-08 19:00,2.8,96,0,7.8,46
FWx Martins Gulch,2018-12-08 19:15,2.9,95,0,8.2,38
FWx Martins Gulch,2018-12-08 19:30,3.1,94,0,7.9,37
FWx Martins Gulch,2018-12-08 19:45,3.5,93,0,8.7,43
FWx Martins Gulch,2018-12-08 20:00,3.7,91,0,12.3,53
FWx Martins Gulch,2018-12-08 20:15,3.9,91,0,13.8,64
FWx Martins Gulch,2018-12-08 20:30,3.7,90,0,16.3,65
FWx Martins Gulch,2018-12-08 20:45,3.8,88,0,16.5,62
FWx Martins Gulch,2018-12-08 21:00,4,84,0,12.6,62
FWx Martins Gulch,2018-12-08 21:15,4.1,83,0,13.4,62
FWx Martins Gulch,2018-12-08 21:30,3.9,84,0,9.8,75
FWx Martins Gulch,2018-12-08 21:45,3.6,84,0,5.9,88
FWx Martins Gulch,2018-12-08 22:00,3.1,90,0,3.1,9
FWx Martins Gulch,2018-12-08 22:15,3.3,83,0,10.2,62
FWx Martins Gulch,2018-12-08 22:30,3.5,81,0,11,63
FWx Martins Gulch,2018-12-08 22:45,3.7,80,0,13.5,57
FWx Martins Gulch,2018-12-08 23:00,3.7,80,0,14.7,64
FWx Martins Gulch,2018-12-08 23:15,3.8,79,0,10.5,63
FWx Martins Gulch,2018-12-08 23:30,3.5,79,0,8.9,58
FWx Martins Gulch,2018-12-08 23:45,3.3,80,0,10.5,71
FWx Martins Gulch,2018-12-09 0:00,3.3,80,0,10.2,64
FWx Martins Gulch,2018-12-09 0:15,3.2,81,0,12.8,57
FWx Martins Gulch,2018-12-09 0:30,3.1,81,0,9.6,57
FWx Martins Gulch,2018-12-09 0:45,3.1,81,0,11,59
FWx Martins Gulch,2018-12-09 1:00,3.1,81,0,12.6,57
FWx Martins Gulch,2018-12-09 1:15,3.3,79,0,13.8,54
FWx Martins Gulch,2018-12-09 1:30,3.3,79,0,8.8,48
FWx Martins Gulch,2018-12-09 1:45,3.2,80,0,12.9,56
FWx Martins Gulch,2018-12-09 2:00,3.2,78,0,10.9,58
FWx Martins Gulch,2018-12-09 2:15,3.4,76,0,10.4,57
FWx Martins Gulch,2018-12-09 2:30,3.3,77,0,11.7,71
FWx Martins Gulch,2018-12-09 2:45,3.2,77,0,13.9,70
FWx Martins Gulch,2018-12-09 3:00,3.4,75,0,15.2,72
FWx Martins Gulch,2018-12-09 3:15,3.8,73,0,18.6,77
FWx Martins Gulch,2018-12-09 3:30,3.9,71,0,19,75
FWx Martins Gulch,2018-12-09 3:45,4,71,0,18.2,77
FWx Martins Gulch,2018-12-09 4:00,4.2,71,0,17.7,79
FWx Martins Gulch,2018-12-09 4:15,4,73,0,12.7,77
FWx Martins Gulch,2018-12-09 4:30,4,76,0,11.1,73
FWx Martins Gulch,2018-12-09 4:45,3.8,78,0,8.3,90
FWx Martins Gulch,2018-12-09 5:00,3.7,84,0.51,8,73
FWx Martins Gulch,2018-12-09 5:15,3.5,86,0,8.1,87
FWx Martins Gulch,2018-12-09 5:30,3.7,85,0.25,9.5,68
FWx Martins Gulch,2018-12-09 5:45,3.6,89,0,8.7,69
FWx Martins Gulch,2018-12-09 6:00,3.5,91,0,5.4,66
FWx Martins Gulch,2018-12-09 6:15,3.5,92,0.51,4.8,5
FWx Martins Gulch,2018-12-09 6:30,3.7,93,0.51,5.8,48
FWx Martins Gulch,2018-12-09 6:45,3.7,94,0.76,7.5,70
FWx Martins Gulch,2018-12-09 7:00,3.8,94,0.51,8.3,65
FWx Martins Gulch,2018-12-09 7:15,3.8,95,0.51,4,7
FWx Martins Gulch,2018-12-09 7:30,3.7,97,0.25,3.9,314
FWx Martins Gulch,2018-12-09 7:45,3.6,97,0.25,2.6,301
FWx Martins Gulch,2018-12-09 8:00,3.8,98,0.25,4.4,120
FWx Martins Gulch,2018-12-09 8:15,4.2,98,0,5.9,111
FWx Martins Gulch,2018-12-09 8:30,4.2,98,0,4.8,106
FWx Martins Gulch,2018-12-09 8:45,4.3,98,0.25,2.3,66
FWx Martins Gulch,2018-12-09 9:00,3.9,98,0.51,2.9,272
FWx Martins Gulch,2018-12-09 9:15,3.8,98,0.51,2.2,228
FWx Martins Gulch,2018-12-09 9:30,4,99,0.51,2.4,218
FWx Martins Gulch,2018-12-09 9:45,4.1,99,0.51,0.8,116
FWx Martins Gulch,2018-12-09 10:00,4.4,99,0.76,1.7,62
FWx Martins Gulch,2018-12-09 10:15,4.8,99,0.51,3.1,124
FWx Martins Gulch,2018-12-09 10:30,5,99,0.51,3,123
FWx Martins Gulch,2018-12-09 10:45,5.2,99,0.51,4.1,111
FWx Martins Gulch,2018-12-09 11:00,5.2,99,0.76,4.3,91
FWx Martins Gulch,2018-12-09 11:15,5.2,99,0.76,2.9,125
FWx Martins Gulch,2018-12-09 11:30,5.3,99,0.76,3.2,91
FWx Martins Gulch,2018-12-09 11:45,5.4,99,0.76,2.1,98
FWx Martins Gulch,2018-12-09 12:00,5.7,99,0.51,5.1,95
FWx Martins Gulch,2018-12-09 12:15,5.7,99,0.51,5.9,100
FWx Martins Gulch,2018-12-09 12:30,5.8,99,0.76,4.3,83
FWx Martins Gulch,2018-12-09 12:45,6,99,0.25,3.6,78
FWx Martins Gulch,2018-12-09 13:00,6.1,99,0.26,5.7,94
FWx Martins Gulch,2018-12-09 13:15,6,99,0.51,5.1,99
FWx Martins Gulch,2018-12-09 13:30,6.1,99,0.51,4,97
FWx Martins Gulch,2018-12-09 13:45,6.1,99,0.51,0.7,161
FWx Martins Gulch,2018-12-09 14:00,6,99,0.51,4.1,106
FWx Martins Gulch,2018-12-09 14:15,5.8,99,1.02,4.9,103
FWx Martins Gulch,2018-12-09 14:30,5.8,99,0.51,4.9,73
FWx Martins Gulch,2018-12-09 14:45,5.8,99,0.51,4.2,93
FWx Martins Gulch,2018-12-09 15:00,5.8,99,0.76,0.9,217
FWx Martins Gulch,2018-12-09 15:15,5.5,99,0.51,7,110
FWx Martins Gulch,2018-12-09 15:30,5.3,99,0.51,5.8,97
FWx Martins Gulch,2018-12-09 15:45,5.3,99,0.76,6.1,90
FWx Martins Gulch,2018-12-09 16:00,5.2,99,0.25,5.1,110
FWx Martins Gulch,2018-12-09 16:15,5,99,0.25,6.3,111
FWx Martins Gulch,2018-12-09 16:30,4.7,99,0.51,5.8,97
FWx Martins Gulch,2018-12-09 16:45,4.7,99,0.51,6.7,108
FWx Martins Gulch,2018-12-09 17:00,4.6,99,0.25,4,105
FWx Martins Gulch,2018-12-09 17:15,4.9,99,0.25,4.7,198
FWx Martins Gulch,2018-12-09 17:30,5.2,99,0.51,5,195
FWx Martins Gulch,2018-12-09 17:45,5.1,99,0,2.5,213
FWx Martins Gulch,2018-12-09 18:00,5.1,99,0.25,5.4,210
FWx Martins Gulch,2018-12-09 18:15,5.4,99,0,5.3,207
FWx Martins Gulch,2018-12-09 18:30,5.5,98,0,3.7,202
FWx Martins Gulch,2018-12-09 18:45,5.6,98,0.25,3.9,192
FWx Martins Gulch,2018-12-09 19:00,5.5,98,0,8,219
FWx Martins Gulch,2018-12-09 19:15,5.6,98,0,4.4,239
FWx Martins Gulch,2018-12-09 19:30,5.6,98,0,6.1,231
FWx Martins Gulch,2018-12-09 19:45,5.6,97,0,10,211
FWx Martins Gulch,2018-12-09 20:00,5.6,97,0,7.2,220
FWx Martins Gulch,2018-12-09 20:15,5.5,97,0,6.1,227
FWx Martins Gulch,2018-12-09 20:30,5.5,97,0,3.3,242
FWx Martins Gulch,2018-12-09 20:45,5.5,98,0,7.9,192
FWx Martins Gulch,2018-12-09 21:00,5.5,96,0.51,6.1,209
FWx Martins Gulch,2018-12-09 21:15,5.5,95,0,8.4,201
FWx Martins Gulch,2018-12-09 21:30,5.6,97,0.25,8,211
FWx Martins Gulch,2018-12-09 21:45,5.6,97,0,10.2,228
FWx Martins Gulch,2018-12-09 22:00,5.7,91,0.26,13,224
FWx Martins Gulch,2018-12-09 22:15,5.6,95,0,9.6,247
FWx Martins Gulch,2018-12-09 22:30,5.6,97,0.25,6.8,228
FWx Martins Gulch,2018-12-09 22:45,5.5,95,0.25,8.2,253
FWx Martins Gulch,2018-12-09 23:00,5.5,96,0,4.4,268
FWx Martins Gulch,2018-12-09 23:15,5.4,96,0,5.7,233
FWx Martins Gulch,2018-12-09 23:30,5.5,93,0,10.2,232
FWx Martins Gulch,2018-12-09 23:45,5.3,95,0.25,3.6,271
FWx Martins Gulch,2018-12-10 0:00,5.2,96,0,5.3,214
FWx Martins Gulch,2018-12-10 0:15,5.2,97,0.25,6.3,206
FWx Martins Gulch,2018-12-10 0:30,5.1,95,0,4.9,241
FWx Martins Gulch,2018-12-10 0:45,5,96,0.25,3.4,194
FWx Martins Gulch,2018-12-10 1:00,5.1,97,0,6.1,206
FWx Martins Gulch,2018-12-10 1:15,5.2,97,0.51,7.9,206
FWx Martins Gulch,2018-12-10 1:30,5.1,95,0.25,10.9,225
FWx Martins Gulch,2018-12-10 1:45,4.9,94,0,10.4,225
FWx Martins Gulch,2018-12-10 2:00,4.6,96,0.25,5.8,275
FWx Martins Gulch,2018-12-10 2:15,4.3,95,0,1.2,338
FWx Martins Gulch,2018-12-10 2:30,4.2,96,0.51,5.9,256
FWx Martins Gulch,2018-12-10 2:45,4,95,0.51,10.3,261
FWx Martins Gulch,2018-12-10 3:00,3.9,96,0,5.2,287
FWx Martins Gulch,2018-12-10 3:15,3.9,96,0.25,5.3,258
FWx Martins Gulch,2018-12-10 3:30,3.7,97,0,2.4,281
FWx Martins Gulch,2018-12-10 3:45,3.4,97,0,2.1,295
FWx Martins Gulch,2018-12-10 4:00,3.4,97,0,3.7,279
FWx Martins Gulch,2018-12-10 4:15,3.4,97,0,5,256
FWx Martins Gulch,2018-12-10 4:30,3.5,96,0,8.8,262
FWx Martins Gulch,2018-12-10 4:45,3.5,95,0,7,267
FWx Martins Gulch,2018-12-10 5:00,3.5,94,0,5.6,268
FWx Martins Gulch,2018-12-10 5:15,3.5,94,0,3.5,250
FWx Martins Gulch,2018-12-10 5:30,3.4,96,0,1.8,247
FWx Martins Gulch,2018-12-10 5:45,3.4,96,0,2.6,229
FWx Martins Gulch,2018-12-10 6:00,3.1,97,0,0.7,62
FWx Martins Gulch,2018-12-10 6:15,2.9,98,0,3.4,34
FWx Martins Gulch,2018-12-10 6:30,3.2,98,0,4.9,145
FWx Martins Gulch,2018-12-10 6:45,3.6,95,0.76,12.6,236
FWx Martins Gulch,2018-12-10 7:00,3.3,95,0,6,263
FWx Martins Gulch,2018-12-10 7:15,3,96,0,1.5,148
FWx Martins Gulch,2018-12-10 7:30,3.1,97,0,3.5,213
FWx Martins Gulch,2018-12-10 7:45,3.1,96,0,2,277
FWx Martins Gulch,2018-12-10 8:00,3,97,0.25,3.9,264
FWx Martins Gulch,2018-12-10 8:15,3,98,0.25,3.1,250
FWx Martins Gulch,2018-12-10 8:30,3.1,98,0,3,279
FWx Martins Gulch,2018-12-10 8:45,3,96,0.76,9.4,261
FWx Martins Gulch,2018-12-10 9:00,2.9,96,0.25,7.1,253
FWx Martins Gulch,2018-12-10 9:15,2.8,95,0.51,8.9,246
FWx Martins Gulch,2018-12-10 9:30,2.6,95,0,6.4,274
FWx Martins Gulch,2018-12-10 9:45,2.9,96,0.25,5.3,271
FWx Martins Gulch,2018-12-10 10:00,2.9,96,0,3.9,277
FWx Martins Gulch,2018-12-10 10:15,3.2,97,0,4.9,276
FWx Martins Gulch,2018-12-10 10:30,3.7,97,0,4.6,263
FWx Martins Gulch,2018-12-10 10:45,4.2,96,0,3.9,263
FWx Martins Gulch,2018-12-10 11:00,4.6,92,0,6.3,237
FWx Martins Gulch,2018-12-10 11:15,5,92,0,7.7,233
FWx Martins Gulch,2018-12-10 11:30,4.4,93,0,6.8,228
FWx Martins Gulch,2018-12-10 11:45,4.1,94,0,7.7,224
FWx Martins Gulch,2018-12-10 12:00,4.2,94,0.25,6.8,218
FWx Martins Gulch,2018-12-10 12:15,4.2,95,0,4.6,233
FWx Martins Gulch,2018-12-10 12:30,4.4,95,0.25,5.1,259
FWx Martins Gulch,2018-12-10 12:45,5.1,90,0,5.5,251
FWx Martins Gulch,2018-12-10 13:00,5,89,0,8,244
FWx Martins Gulch,2018-12-10 13:15,5.2,86,0,9.2,242
FWx Martins Gulch,2018-12-10 13:30,4.7,90,0,8.3,247
FWx Martins Gulch,2018-12-10 13:45,4.5,92,0,9.7,259
FWx Martins Gulch,2018-12-10 14:00,4.5,94,0,5.5,265
FWx Martins Gulch,2018-12-10 14:15,4.5,92,0,6,255
FWx Martins Gulch,2018-12-10 14:30,4.5,92,0,6.2,251
FWx Martins Gulch,2018-12-10 14:45,4.7,90,0,8,234
FWx Martins Gulch,2018-12-10 15:00,4.7,91,0,5.8,257
FWx Martins Gulch,2018-12-10 15:15,4.7,90,0,6.4,197
FWx Martins Gulch,2018-12-10 15:30,4.7,91,0,7.3,217
FWx Martins Gulch,2018-12-10 15:45,4.7,92,0,8,214
FWx Martins Gulch,2018-12-10 16:00,4.7,90,0,8.2,214
FWx Martins Gulch,2018-12-10 16:15,4.6,91,0,4.9,208
FWx Martins Gulch,2018-12-10 16:30,4.3,96,0,7.5,107
FWx Martins Gulch,2018-12-10 16:45,4.1,98,0,7.1,113
FWx Martins Gulch,2018-12-10 17:00,3.9,98,0,4.3,120
FWx Martins Gulch,2018-12-10 17:15,3.9,98,0,6.3,129
FWx Martins Gulch,2018-12-10 17:30,3.8,98,0,5.5,122
FWx Martins Gulch,2018-12-10 17:45,3.9,99,0,6.2,141
FWx Martins Gulch,2018-12-10 18:00,3.8,99,0,6.3,109
FWx Martins Gulch,2018-12-10 18:15,3.7,99,0,5.2,126
FWx Martins Gulch,2018-12-10 18:30,3.5,99,0,5.3,102
FWx Martins Gulch,2018-12-10 18:45,3.5,99,0,4.5,103
FWx Martins Gulch,2018-12-10 19:00,3.4,99,0,3.6,98
FWx Martins Gulch,2018-12-10 19:15,3.4,99,0,0.5,121
FWx Martins Gulch,2018-12-10 19:30,3.3,99,0,2.9,125
FWx Martins Gulch,2018-12-10 19:45,3.3,99,0,4.5,100
FWx Martins Gulch,2018-12-10 20:00,3.4,99,0,5.4,91
FWx Martins Gulch,2018-12-10 20:15,3.4,99,0,3.2,108
FWx Martins Gulch,2018-12-10 20:30,3.4,99,0,2.3,80
FWx Martins Gulch,2018-12-10 20:45,3.6,99,0,7.1,89
FWx Martins Gulch,2018-12-10 21:00,3.7,99,0,5.8,92
FWx Martins Gulch,2018-12-10 21:15,3.8,99,0.25,7.5,108
FWx Martins Gulch,2018-12-10 21:30,3.8,99,0,7.6,86
FWx Martins Gulch,2018-12-10 21:45,3.7,99,0.25,7.1,84
FWx Martins Gulch,2018-12-10 22:00,3.7,99,0.25,7.7,79
FWx Martins Gulch,2018-12-10 22:15,3.7,99,0.25,7.2,97
FWx Martins Gulch,2018-12-10 22:30,3.6,99,0.25,8,103
FWx Martins Gulch,2018-12-10 22:45,3.6,100,0.25,7.4,100
FWx Martins Gulch,2018-12-10 23:00,3.6,100,0.25,5.7,69
FWx Martins Gulch,2018-12-10 23:15,3.5,100,0.25,5.3,75
FWx Martins Gulch,2018-12-10 23:30,3.4,100,0,4.1,89
FWx Martins Gulch,2018-12-10 23:45,3.3,100,0.25,0.5,284
FWx Martins Gulch,2018-12-11 0:00,3.3,100,0,2.7,273
FWx Martins Gulch,2018-12-11 0:15,3.2,100,0.25,1.3,109
FWx Martins Gulch,2018-12-11 0:30,3.1,100,0.25,0,342
FWx Martins Gulch,2018-12-11 0:45,3.1,99,0.25,2.5,249
FWx Martins Gulch,2018-12-11 1:00,3,100,0.51,1.3,259
FWx Martins Gulch,2018-12-11 1:15,2.9,99,0.51,5.1,268
FWx Martins Gulch,2018-12-11 1:30,2.9,99,0.51,4.3,264
FWx Martins Gulch,2018-12-11 1:45,2.9,100,0.51,2.5,249
FWx Martins Gulch,2018-12-11 2:00,2.8,99,0.76,2.3,210
FWx Martins Gulch,2018-12-11 2:15,2.7,99,0.51,0.7,14
FWx Martins Gulch,2018-12-11 2:30,2.7,99,1.02,2.9,286
FWx Martins Gulch,2018-12-11 2:45,2.6,99,0.76,1,244
FWx Martins Gulch,2018-12-11 3:00,2.5,99,0.76,0.8,256
FWx Martins Gulch,2018-12-11 3:15,2.3,99,1.02,3.1,285
FWx Martins Gulch,2018-12-11 3:30,2.1,99,0.51,2.8,249
FWx Martins Gulch,2018-12-11 3:45,1.8,99,0.51,5.2,247
FWx Martins Gulch,2018-12-11 4:00,1.7,99,0.76,2.2,234
FWx Martins Gulch,2018-12-11 4:15,1.7,99,0.51,3.8,257
FWx Martins Gulch,2018-12-11 4:30,1.7,99,0.76,3.3,275
FWx Martins Gulch,2018-12-11 4:45,1.9,99,0.76,3.7,248
FWx Martins Gulch,2018-12-11 5:00,2,99,1.02,3.4,290
FWx Martins Gulch,2018-12-11 5:15,2,99,1.02,1.9,245
FWx Martins Gulch,2018-12-11 5:30,2.2,99,1.27,1.9,178
FWx Martins Gulch,2018-12-11 5:45,2.7,100,1.02,3.9,69
FWx Martins Gulch,2018-12-11 6:00,3.2,100,1.02,4.4,86
FWx Martins Gulch,2018-12-11 6:15,3.3,100,1.52,2.5,105
FWx Martins Gulch,2018-12-11 6:30,3.2,100,2.03,3.5,102
FWx Martins Gulch,2018-12-11 6:45,3.4,100,2.29,6.1,108
FWx Martins Gulch,2018-12-11 7:00,3.5,100,2.54,4,110
FWx Martins Gulch,2018-12-11 7:15,4.2,100,2.29,3.9,217
FWx Martins Gulch,2018-12-11 7:30,5.3,100,1.52,8.2,224
FWx Martins Gulch,2018-12-11 7:45,5.7,100,1.78,8.8,210
FWx Martins Gulch,2018-12-11 8:00,6,99,1.78,8.5,215
FWx Martins Gulch,2018-12-11 8:15,6.1,99,2.03,9.2,203
FWx Martins Gulch,2018-12-11 8:30,6.3,98,2.03,8.7,201
FWx Martins Gulch,2018-12-11 8:45,6.4,97,2.29,11.1,198
FWx Martins Gulch,2018-12-11 9:00,6.3,97,2.54,9.8,199
FWx Martins Gulch,2018-12-11 9:15,6.3,97,2.03,6,141
FWx Martins Gulch,2018-12-11 9:30,6,98,1.78,6.3,101
FWx Martins Gulch,2018-12-11 9:45,5.9,98,1.78,10.1,106
FWx Martins Gulch,2018-12-11 10:00,5.9,99,2.29,8.5,113
FWx Martins Gulch,2018-12-11 10:15,6,99,2.29,6.7,120
FWx Martins Gulch,2018-12-11 10:30,6.2,99,2.03,8,120
FWx Martins Gulch,2018-12-11 10:45,6.2,99,2.29,7,119
FWx Martins Gulch,2018-12-11 11:00,6.4,99,2.03,7.1,123
FWx Martins Gulch,2018-12-11 11:15,6.4,99,2.03,6.1,117
FWx Martins Gulch,2018-12-11 11:30,6.6,99,2.03,7.8,136
FWx Martins Gulch,2018-12-11 11:45,6.9,99,1.78,8.3,162
