site,sample_type,trip,DateTime_sampled,collection,HoldTime_days
5S-above,Grab,4,2018-12-05T18:00:00Z,2018-12-07T08:00:00Z,2
5S-below,Grab,4,2018-12-05T18:00:00Z,2018-12-07T08:00:00Z,2
Lab,QA-QC,4,NA,2018-12-07T08:00:00Z,NA
WestLeech,Rack,5,NA,2019-01-08T08:00:00Z,NA
WestLeech,Rack,5,NA,2019-01-08T08:00:00Z,NA
WestLeech,Rack,5,NA,2019-01-08T08:00:00Z,NA
WestLeech,Rack,5,NA,2019-01-08T08:00:00Z,NA
WestLeech,Rack,5,NA,2019-01-08T08:00:00Z,NA
WestLeech,Rack,5,NA,2019-01-08T08:00:00Z,NA
WestLeech,Grab,5,2019-01-07T18:00:00Z,2019-01-08T08:00:00Z,1
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Rack,5,NA,2019-01-08T08:00:00Z,NA
Tunnel,Grab,5,2019-01-07T20:10:00Z,2019-01-08T08:00:00Z,1
LeechHead,Rack,5,NA,2019-01-08T08:00:00Z,NA
LeechHead,Rack,5,NA,2019-01-08T08:00:00Z,NA
LeechHead,Rack,5,NA,2019-01-08T08:00:00Z,NA
LeechHead,Rack,5,NA,2019-01-08T08:00:00Z,NA
LeechHead,Grab,5,2019-01-07T22:15:00Z,2019-01-08T08:00:00Z,1
Weeks,Rack,5,NA,2019-01-08T08:00:00Z,NA
Weeks,Rack,5,NA,2019-01-08T08:00:00Z,NA
Weeks,Rack,5,NA,2019-01-08T08:00:00Z,NA
Weeks,Rack,5,NA,2019-01-08T08:00:00Z,NA
Weeks,Grab,5,2019-01-07T22:50:00Z,2019-01-08T08:00:00Z,1
ChrisCrk,Rack,5,NA,2019-01-08T08:00:00Z,NA
ChrisCrk,Rack,5,NA,2019-01-08T08:00:00Z,NA
ChrisCrk,Grab,5,2019-01-07T23:20:00Z,2019-01-08T08:00:00Z,1
Lab,QA-QC,5,NA,2019-01-08T08:00:00Z,NA
Lab,QA-QC,6,NA,2019-02-06T08:00:00Z,NA
Lab,QA-QC,6,NA,2019-02-06T08:00:00Z,NA
Lab,QA-QC,6,NA,2019-02-06T08:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
NA,NA,NA,NA,NA,NA
Rithet,Grab,8,2019-05-15T15:20:00Z,2019-05-16T07:00:00Z,1
Rithet,Grab,8,2019-05-15T22:30:00Z,2019-05-16T07:00:00Z,1
Boneyard,Grab,8,2019-05-15T22:10:00Z,2019-05-16T07:00:00Z,1
Boneyard,Grab,8,2019-05-15T22:10:00Z,2019-05-16T07:00:00Z,1
Boneyard,Grab,8,2019-05-15T22:10:00Z,2019-05-16T07:00:00Z,1
Boneyard,Grab,8,2019-05-15T22:10:00Z,2019-05-16T07:00:00Z,1
Boneyard,Grab,8,2019-05-15T22:10:00Z,2019-05-16T07:00:00Z,1
Judge,Grab,8,2019-05-15T22:45:00Z,2019-05-16T07:00:00Z,1
Lab,QA-QC,8,NA,2019-05-16T07:00:00Z,NA
Lab,QA-QC,8,NA,2019-05-16T07:00:00Z,NA
Lab,QA-QC,8,NA,2019-05-16T07:00:00Z,NA
Lab,QA-QC,8,NA,2019-05-16T07:00:00Z,NA
Judge,Grab,9,2019-05-31T14:10:00Z,2019-05-31T07:00:00Z,0
Rithet,Grab,9,2019-05-31T14:30:00Z,2019-05-31T07:00:00Z,0
Lazar,Grab,9,2019-05-31T14:50:00Z,2019-05-31T07:00:00Z,0
Jarvis,Grab,9,2019-05-31T15:00:00Z,2019-05-31T07:00:00Z,0
Lab,QA-QC,9,NA,2019-05-31T07:00:00Z,NA
Judge,Grab,9,2019-05-31T14:10:00Z,2019-05-31T07:00:00Z,0
Rithet,Grab,9,2019-05-31T14:30:00Z,2019-05-31T07:00:00Z,0
Lazar,Grab,9,2019-05-31T14:50:00Z,2019-05-31T07:00:00Z,0
Jarvis,Grab,9,2019-05-31T15:00:00Z,2019-05-31T07:00:00Z,0
Lab,QA-QC,9,NA,2019-05-31T07:00:00Z,NA
Lab,Cal,0,NA,NA,NA
Lab,Cal,0,NA,NA,NA
Lab,Cal,0,NA,NA,NA
Lab,Cal,0,NA,NA,NA
Jarvis-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
Jarvis-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
Jarvis-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
Weeks-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
Weeks-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
Weeks-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
Weeks-lake,Grab,14,NA,2019-08-23T07:00:00Z,NA
NA,NA,12,NA,2019-07-19T07:00:00Z,NA
Weeks-out_aboveseep,Grab,13,2019-07-24T21:00:00Z,2019-07-26T07:00:00Z,2
Weeks-out_seep,Grab,13,2019-07-24T21:30:00Z,2019-07-26T07:00:00Z,2
NA,NA,16,NA,2019-10-12T07:00:00Z,NA
Lab,QA-QC,17,NA,2019-10-24T07:00:00Z,NA
Tunnel,QA-QC,17,2019-10-12T17:30:00Z,2019-10-24T07:00:00Z,12
Lab,QA-QC,2,NA,2018-11-07T08:00:00Z,NA
Weeks-Lk-NE,Grab,2,2018-11-06T20:55:00Z,2018-11-07T08:00:00Z,1
Weeks,Rack,20,NA,2019-12-16T08:00:00Z,NA
CraggCrk,Grab,23,2020-01-09T17:58:00Z,2020-02-20T08:00:00Z,42
CraggCrk,Grab,23,2020-01-10T20:03:00Z,2020-02-20T08:00:00Z,41
Weeks,Grab,23,2020-02-20T08:00:00Z,2020-02-20T08:00:00Z,0
ChrisCrk,Rack,23,NA,2020-02-20T08:00:00Z,NA
Lab,QA-QC,3,NA,2018-11-23T08:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
Lab,QA-QC,7,NA,2019-04-11T07:00:00Z,NA
NA,NA,17,NA,2019-10-24T07:00:00Z,NA
NA,NA,18,NA,2019-11-15T08:00:00Z,NA
NA,NA,2,NA,2018-11-07T08:00:00Z,NA
NA,NA,4,NA,2018-12-07T08:00:00Z,NA
